locus_tag	ftype	length_bp	gene	EC_number	COG	product
CPJADAKE_00722	CDS	1344	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
CPJADAKE_00723	CDS	1317	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
CPJADAKE_00724	CDS	1227				L-lactate transporter
CPJADAKE_00725	CDS	1575	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
CPJADAKE_00726	CDS	789	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
CPJADAKE_00727	CDS	576				hypothetical protein
CPJADAKE_00728	tRNA	88				tRNA-Leu(aag)
CPJADAKE_00729	CDS	1131	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
CPJADAKE_00730	CDS	759	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
CPJADAKE_00731	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
CPJADAKE_00732	CDS	945	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
CPJADAKE_00733	CDS	678	dnaD		COG3935	DNA replication protein DnaD
CPJADAKE_00734	CDS	759	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
CPJADAKE_00735	CDS	1506				hypothetical protein
CPJADAKE_00736	CDS	519	dps	1.16.-.-	COG0783	DNA protection during starvation protein
CPJADAKE_00737	CDS	507	dhfR	1.5.1.3	COG0262	Dihydrofolate reductase
CPJADAKE_00738	CDS	171				hypothetical protein
CPJADAKE_00739	CDS	1233	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
CPJADAKE_00740	CDS	588	engB		COG0218	putative GTP-binding protein EngB
CPJADAKE_00741	CDS	381	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
CPJADAKE_00742	CDS	891	yvcJ		COG1660	Nucleotide-binding protein YvcJ
CPJADAKE_00743	CDS	978			COG0391	Putative gluconeogenesis factor
CPJADAKE_00744	CDS	912	whiA		COG1481	putative cell division protein WhiA
CPJADAKE_00745	CDS	528				hypothetical protein
CPJADAKE_00746	CDS	1332	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
CPJADAKE_00747	CDS	654	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
CPJADAKE_00748	CDS	2433	clpC_2			ATP-dependent Clp protease ATP-binding subunit ClpC
CPJADAKE_00749	CDS	459	ctsR		COG4463	Transcriptional regulator CtsR
CPJADAKE_00750	CDS	729	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
CPJADAKE_00751	CDS	1008	thiY		COG0715	Formylaminopyrimidine-binding protein
CPJADAKE_00752	CDS	759	ribX			Riboflavin transport system permease protein RibX
CPJADAKE_00753	CDS	291				hypothetical protein
CPJADAKE_00754	CDS	1347				hypothetical protein
CPJADAKE_00755	CDS	267				hypothetical protein
CPJADAKE_00756	CDS	1353	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
CPJADAKE_00757	CDS	453	rplI			50S ribosomal protein L9
CPJADAKE_00758	CDS	1974	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
CPJADAKE_00759	CDS	549	hpf			Ribosome hibernation promotion factor
CPJADAKE_00760	CDS	663				hypothetical protein
CPJADAKE_00761	CDS	1299	comFA	3.6.4.12	COG4098	ComF operon protein 1
CPJADAKE_00762	CDS	636	yigZ		COG1739	IMPACT family member YigZ
CPJADAKE_00763	CDS	927	cysK	2.5.1.47		Cysteine synthase
CPJADAKE_00764	CDS	1041	tsf		COG0264	Elongation factor Ts
CPJADAKE_00765	CDS	780	rpsB			30S ribosomal protein S2
CPJADAKE_00766	CDS	1179				hypothetical protein
CPJADAKE_00767	CDS	495				hypothetical protein
CPJADAKE_00768	CDS	819	mreC		COG1792	Cell shape-determining protein MreC
CPJADAKE_00769	CDS	795	ecfT_2		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
CPJADAKE_00770	CDS	840	ecfA2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
CPJADAKE_00771	CDS	828	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
CPJADAKE_00772	CDS	546	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
CPJADAKE_00773	CDS	822				hypothetical protein
CPJADAKE_00774	CDS	1284				hypothetical protein
CPJADAKE_00775	CDS	1251				hypothetical protein
CPJADAKE_00776	CDS	369				hypothetical protein
CPJADAKE_00777	CDS	1098	recF		COG1195	DNA replication and repair protein RecF
CPJADAKE_00778	CDS	1479	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
CPJADAKE_00779	CDS	1026	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
CPJADAKE_00780	CDS	1623	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
CPJADAKE_00781	CDS	2553				hypothetical protein
CPJADAKE_00782	CDS	684				hypothetical protein
CPJADAKE_00783	CDS	543				hypothetical protein
CPJADAKE_00784	tRNA	74				tRNA-Asn(gtt)
CPJADAKE_00785	tRNA	72				tRNA-Glu(ttc)
CPJADAKE_00786	CDS	753	agrA_1		COG3279	Accessory gene regulator protein A
CPJADAKE_00787	CDS	1326				hypothetical protein
CPJADAKE_00788	CDS	126	comC1			Competence-stimulating peptide type 1
CPJADAKE_00789	tRNA	74				tRNA-Arg(tct)
CPJADAKE_00790	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
CPJADAKE_00791	CDS	1182	htrA	3.4.21.107	COG0265	Serine protease Do-like HtrA
CPJADAKE_00792	CDS	744	spo0J		COG1475	Stage 0 sporulation protein J
CPJADAKE_00793	CDS	1362	dnaA			Chromosomal replication initiator protein DnaA
CPJADAKE_00794	CDS	1137	dnaN		COG0592	Beta sliding clamp
CPJADAKE_00795	CDS	195				hypothetical protein
CPJADAKE_00796	CDS	1116	ychF		COG0012	Ribosome-binding ATPase YchF
CPJADAKE_00797	CDS	570	pth	3.1.1.29		Peptidyl-tRNA hydrolase
CPJADAKE_00798	CDS	3510	mfd	3.6.4.-		Transcription-repair-coupling factor
CPJADAKE_00799	CDS	267				hypothetical protein
CPJADAKE_00800	CDS	369				hypothetical protein
CPJADAKE_00801	CDS	123				hypothetical protein
CPJADAKE_00802	CDS	1269				hypothetical protein
CPJADAKE_00803	CDS	1278	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
CPJADAKE_00804	CDS	543	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
CPJADAKE_00805	CDS	1959	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
CPJADAKE_00806	CDS	480				hypothetical protein
CPJADAKE_00807	CDS	2832	uvrA			UvrABC system protein A
CPJADAKE_00808	CDS	1062	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
CPJADAKE_00809	CDS	399	spxA_2		COG1393	Regulatory protein Spx
CPJADAKE_00810	CDS	570				hypothetical protein
CPJADAKE_00811	CDS	267				hypothetical protein
CPJADAKE_00812	CDS	420	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
CPJADAKE_00813	CDS	306				hypothetical protein
CPJADAKE_00814	CDS	1251	fpgS_2	6.3.2.17		Folylpolyglutamate synthase
CPJADAKE_00815	CDS	456				hypothetical protein
CPJADAKE_00816	CDS	1533	cls	2.7.8.-		Cardiolipin synthase
CPJADAKE_00817	CDS	144				hypothetical protein
CPJADAKE_00818	CDS	1539				hypothetical protein
CPJADAKE_00819	CDS	2208	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
CPJADAKE_00820	CDS	507				hypothetical protein
CPJADAKE_00821	CDS	591				hypothetical protein
CPJADAKE_00822	CDS	618	udk_2	2.7.1.48		Uridine kinase
CPJADAKE_00823	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
CPJADAKE_00824	CDS	627	rplC		COG0087	50S ribosomal protein L3
CPJADAKE_00825	CDS	624	rplD		COG0088	50S ribosomal protein L4
CPJADAKE_00826	CDS	297	rplW			50S ribosomal protein L23
CPJADAKE_00827	CDS	834	rplB		COG0090	50S ribosomal protein L2
CPJADAKE_00828	CDS	282	rpsS		COG0185	30S ribosomal protein S19
CPJADAKE_00829	CDS	345	rplV		COG0091	50S ribosomal protein L22
CPJADAKE_00830	CDS	654	rpsC		COG0092	30S ribosomal protein S3
CPJADAKE_00831	CDS	414	rplP		COG0197	50S ribosomal protein L16
CPJADAKE_00832	CDS	207	rpmC		COG0255	50S ribosomal protein L29
CPJADAKE_00833	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
CPJADAKE_00834	CDS	369	rplN		COG0093	50S ribosomal protein L14
CPJADAKE_00835	CDS	306	rplX		COG0198	50S ribosomal protein L24
CPJADAKE_00836	CDS	543	rplE		COG0094	50S ribosomal protein L5
CPJADAKE_00837	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
CPJADAKE_00838	CDS	399	rpsH			30S ribosomal protein S8
CPJADAKE_00839	CDS	537	rplF		COG0097	50S ribosomal protein L6
CPJADAKE_00840	CDS	357	rplR		COG0256	50S ribosomal protein L18
CPJADAKE_00841	CDS	495	rpsE			30S ribosomal protein S5
CPJADAKE_00842	CDS	183	rpmD		COG1841	50S ribosomal protein L30
CPJADAKE_00843	CDS	441	rplO			50S ribosomal protein L15
CPJADAKE_00844	CDS	1311	secY			Protein translocase subunit SecY
CPJADAKE_00845	CDS	639	adk	2.7.4.3	COG0563	Adenylate kinase
CPJADAKE_00846	CDS	219	infA		COG0361	Translation initiation factor IF-1
CPJADAKE_00847	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
CPJADAKE_00848	CDS	366	rpsM		COG0099	30S ribosomal protein S13
CPJADAKE_00849	CDS	384	rpsK			30S ribosomal protein S11
CPJADAKE_00850	CDS	936	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
CPJADAKE_00851	CDS	387	rplQ		COG0203	50S ribosomal protein L17
CPJADAKE_00852	CDS	267				hypothetical protein
CPJADAKE_00853	CDS	1338				hypothetical protein
CPJADAKE_00854	CDS	693	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
CPJADAKE_00855	CDS	414				hypothetical protein
CPJADAKE_00856	CDS	603				hypothetical protein
CPJADAKE_00857	CDS	627	phnU		COG0555	Putative 2-aminoethylphosphonate transport system permease protein PhnU
CPJADAKE_00858	CDS	624				Putative ABC transporter ATP-binding protein MG187 
CPJADAKE_00859	CDS	387	malK	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
CPJADAKE_00860	CDS	369				hypothetical protein
CPJADAKE_00861	CDS	195				hypothetical protein
CPJADAKE_00862	CDS	102				hypothetical protein
CPJADAKE_00863	CDS	198				hypothetical protein
CPJADAKE_00864	CDS	234				hypothetical protein
CPJADAKE_00865	CDS	228				hypothetical protein
CPJADAKE_00866	CDS	384				hypothetical protein
CPJADAKE_00867	CDS	777	hpdA	1.97.1.-	COG1180	4-hydroxyphenylacetate decarboxylase activating enzyme
CPJADAKE_00868	CDS	747	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
CPJADAKE_00869	CDS	981	sorC_1		COG2390	Sorbitol operon regulator
CPJADAKE_00870	CDS	321	licA_1		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
CPJADAKE_00871	CDS	309	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
CPJADAKE_00872	CDS	1299	licC_2		COG1455	Lichenan permease IIC component
CPJADAKE_00873	CDS	2439	cutC_2	4.3.99.4	COG1882	Choline trimethylamine-lyase
CPJADAKE_00874	CDS	669	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
CPJADAKE_00875	CDS	1089	gldA	1.1.1.6		Glycerol dehydrogenase
CPJADAKE_00876	CDS	2502	leuS	6.1.1.4		Leucine--tRNA ligase
CPJADAKE_00877	CDS	843				hypothetical protein
CPJADAKE_00878	CDS	696				hypothetical protein
CPJADAKE_00879	CDS	417				hypothetical protein
CPJADAKE_00880	CDS	972	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
CPJADAKE_00881	CDS	108				hypothetical protein
CPJADAKE_00882	CDS	426				hypothetical protein
CPJADAKE_00883	CDS	759	uppS	2.5.1.-	COG0020	Isoprenyl transferase
CPJADAKE_00884	CDS	804				hypothetical protein
CPJADAKE_00885	CDS	1260		3.4.24.-		Putative zinc metalloprotease
CPJADAKE_00886	CDS	1854	proS	6.1.1.15	COG0442	Proline--tRNA ligase
CPJADAKE_00887	tRNA	73				tRNA-Val(tac)
CPJADAKE_00888	tRNA	73				tRNA-Asp(gtc)
CPJADAKE_00889	tRNA	73				tRNA-Lys(ttt)
CPJADAKE_00890	tRNA	84				tRNA-Leu(tag)
CPJADAKE_00891	tRNA	73				tRNA-Thr(tgt)
CPJADAKE_00892	tRNA	72				tRNA-Gly(gcc)
CPJADAKE_00893	tRNA	86				tRNA-Leu(taa)
CPJADAKE_00894	tRNA	74				tRNA-Arg(acg)
CPJADAKE_00895	tRNA	76				tRNA-Pro(tgg)
CPJADAKE_00896	CDS	192				hypothetical protein
CPJADAKE_00897	CDS	195				hypothetical protein
CPJADAKE_00898	CDS	885	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CPJADAKE_00899	CDS	738				hypothetical protein
CPJADAKE_00900	CDS	1098	desK	2.7.13.3	COG4585	Sensor histidine kinase DesK
CPJADAKE_00901	CDS	600	desR		COG2197	Transcriptional regulatory protein DesR
CPJADAKE_00902	CDS	1011	ccpA_1		COG1609	Catabolite control protein A
CPJADAKE_00903	CDS	963	ansB	3.5.1.1	COG0252	L-asparaginase 2
CPJADAKE_00904	CDS	1389	cof	3.6.1.-		HMP-PP phosphatase
CPJADAKE_00905	CDS	453				Putative universal stress protein
CPJADAKE_00906	CDS	294				hypothetical protein
CPJADAKE_00907	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
CPJADAKE_00908	CDS	135	rpmH			50S ribosomal protein L34
CPJADAKE_00909	CDS	675				hypothetical protein
CPJADAKE_00910	CDS	774	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
CPJADAKE_00911	CDS	561	rnmV	3.1.26.8	COG1658	Ribonuclease M5
CPJADAKE_00912	CDS	900				hypothetical protein
CPJADAKE_00913	CDS	297				hypothetical protein
CPJADAKE_00914	CDS	2031				hypothetical protein
CPJADAKE_00915	CDS	642	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
CPJADAKE_00916	CDS	309				hypothetical protein
CPJADAKE_00917	CDS	873	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
CPJADAKE_00918	CDS	879	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
CPJADAKE_00919	CDS	657	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
CPJADAKE_00920	CDS	663	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
CPJADAKE_00921	CDS	1257				hypothetical protein
CPJADAKE_00922	CDS	942	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
CPJADAKE_00923	CDS	828	purR		COG0503	Pur operon repressor
CPJADAKE_00924	CDS	1251	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
CPJADAKE_00925	CDS	795	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
CPJADAKE_00926	CDS	927	yidC2		COG0706	Membrane protein insertase YidC 2
CPJADAKE_00927	CDS	279	acyP	3.6.1.7	COG1254	Acylphosphatase
CPJADAKE_00928	CDS	741		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
CPJADAKE_00929	CDS	684	ybhL		COG0670	Inner membrane protein YbhL
CPJADAKE_00930	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
CPJADAKE_00931	CDS	540	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
CPJADAKE_00932	CDS	489	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
CPJADAKE_00933	CDS	1038	ylbL		COG3480	putative protein YlbL
CPJADAKE_00934	CDS	198				hypothetical protein
CPJADAKE_00935	CDS	1284	murA1_1	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
CPJADAKE_00936	CDS	195				hypothetical protein
CPJADAKE_00937	CDS	825	endA	3.1.30.-		DNA-entry nuclease
CPJADAKE_00938	CDS	1332				hypothetical protein
CPJADAKE_00939	tRNA	74				tRNA-Cys(gca)
CPJADAKE_00940	CDS	3612	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
CPJADAKE_00941	CDS	3678	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
CPJADAKE_00942	CDS	414	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
CPJADAKE_00943	CDS	90				hypothetical protein
CPJADAKE_00944	CDS	279				hypothetical protein
CPJADAKE_00945	CDS	633	yknY_3	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
CPJADAKE_00946	CDS	2016				hypothetical protein
CPJADAKE_00947	CDS	297				hypothetical protein
CPJADAKE_00948	CDS	864				hypothetical protein
CPJADAKE_00949	CDS	621				hypothetical protein
CPJADAKE_00950	CDS	444	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
CPJADAKE_00951	CDS	519				hypothetical protein
CPJADAKE_00952	CDS	1017	brpA		COG1316	Biofilm regulatory protein A
CPJADAKE_00953	CDS	1257	cinA		COG1058	Putative competence-damage inducible protein
CPJADAKE_00954	CDS	1167	recA		COG0468	Protein RecA
CPJADAKE_00955	CDS	1371	mepA			Multidrug export protein MepA
CPJADAKE_00956	CDS	1491	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
CPJADAKE_00957	CDS	147				hypothetical protein
CPJADAKE_00958	CDS	621	glnM_1		COG0765	putative glutamine ABC transporter permease protein GlnM
CPJADAKE_00959	CDS	381	tcyB		COG0765	L-cystine transport system permease protein TcyB
CPJADAKE_00960	CDS	474	glnQ_3		COG1126	Glutamine transport ATP-binding protein GlnQ
CPJADAKE_00961	CDS	291	artM_3		COG1126	Arginine transport ATP-binding protein ArtM
CPJADAKE_00962	CDS	867	glnH_2		COG0834	ABC transporter glutamine-binding protein GlnH
CPJADAKE_00963	CDS	648	bcrA_1			Bacitracin transport ATP-binding protein BcrA
CPJADAKE_00964	CDS	678				hypothetical protein
CPJADAKE_00965	CDS	753				hypothetical protein
CPJADAKE_00966	CDS	765				hypothetical protein
CPJADAKE_00967	CDS	633	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
CPJADAKE_00968	CDS	702	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
CPJADAKE_00969	CDS	1167	divIB		COG1589	Cell division protein DivIB
CPJADAKE_00970	CDS	1059	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
CPJADAKE_00971	CDS	1353	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
CPJADAKE_00972	CDS	642	yxdL		COG1136	ABC transporter ATP-binding protein YxdL
CPJADAKE_00973	CDS	2022				hypothetical protein
CPJADAKE_00974	CDS	348				hypothetical protein
CPJADAKE_00975	CDS	255				hypothetical protein
CPJADAKE_00976	CDS	1842	typA		COG1217	GTP-binding protein TypA/BipA
CPJADAKE_00977	CDS	726	rsuA_2	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
CPJADAKE_00978	CDS	228				hypothetical protein
CPJADAKE_00979	CDS	381	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
CPJADAKE_00980	CDS	270				hypothetical protein
CPJADAKE_00981	CDS	969	hdfR			HTH-type transcriptional regulator HdfR
CPJADAKE_00982	CDS	756		1.-.-.-		putative oxidoreductase
CPJADAKE_00983	CDS	930	rnz	3.1.26.11	COG1234	Ribonuclease Z
CPJADAKE_00984	CDS	624				hypothetical protein
CPJADAKE_00985	CDS	1239	hflX		COG2262	GTPase HflX
CPJADAKE_00986	CDS	885	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
CPJADAKE_00987	CDS	171				hypothetical protein
CPJADAKE_00988	CDS	840	thyA	2.1.1.45	COG0207	Thymidylate synthase
CPJADAKE_00989	CDS	960	glcK	2.7.1.2	COG1940	Glucokinase
CPJADAKE_00990	CDS	927				hypothetical protein
CPJADAKE_00991	CDS	618	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
CPJADAKE_00992	CDS	1722	menF	5.4.4.2		Isochorismate synthase MenF
CPJADAKE_00993	CDS	5703				hypothetical protein
CPJADAKE_00994	CDS	564				hypothetical protein
CPJADAKE_00995	CDS	1692				hypothetical protein
CPJADAKE_00996	CDS	738			COG4753	putative response regulatory protein
CPJADAKE_00997	CDS	1113	msrAB		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB
CPJADAKE_00998	CDS	567	resA_1			Thiol-disulfide oxidoreductase ResA
CPJADAKE_00999	CDS	711	dsbD_1	1.8.1.8		Thiol:disulfide interchange protein DsbD
CPJADAKE_01000	CDS	861				hypothetical protein
CPJADAKE_01001	CDS	2055				hypothetical protein
CPJADAKE_01002	CDS	255				hypothetical protein
CPJADAKE_01003	CDS	558				hypothetical protein
CPJADAKE_01004	CDS	447				hypothetical protein
CPJADAKE_01005	CDS	216				hypothetical protein
CPJADAKE_01006	CDS	249				hypothetical protein
CPJADAKE_01007	CDS	360				hypothetical protein
CPJADAKE_01008	CDS	246				hypothetical protein
CPJADAKE_01009	CDS	624				hypothetical protein
CPJADAKE_01010	CDS	6702	lacZ	3.2.1.23		Beta-galactosidase
CPJADAKE_01011	CDS	1476	gatC_2		COG3775	PTS system galactitol-specific EIIC component
CPJADAKE_01012	CDS	918	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
CPJADAKE_01013	CDS	849				hypothetical protein
CPJADAKE_01014	CDS	840			COG1307	DegV domain-containing protein
CPJADAKE_01015	CDS	276	hup		COG0776	DNA-binding protein HU
CPJADAKE_01016	CDS	1902	yheS_2		COG0488	putative ABC transporter ATP-binding protein YheS
CPJADAKE_01017	CDS	864				hypothetical protein
CPJADAKE_01018	CDS	1179				hypothetical protein
CPJADAKE_01019	CDS	1959	ligA	6.5.1.2		DNA ligase
CPJADAKE_01020	CDS	2280	glgX_2	3.2.1.196		Glycogen debranching enzyme
CPJADAKE_01021	CDS	1425	gapN	1.2.1.9	COG1012	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
CPJADAKE_01022	CDS	1929	glgB	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
CPJADAKE_01023	CDS	1143	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
CPJADAKE_01024	CDS	1140	glgD		COG0448	Glycogen biosynthesis protein GlgD
CPJADAKE_01025	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
CPJADAKE_01026	CDS	372	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
CPJADAKE_01027	CDS	1116	glxK	2.7.1.31		Glycerate kinase
CPJADAKE_01028	CDS	447				hypothetical protein
CPJADAKE_01029	CDS	1305	eno	4.2.1.11	COG0148	Enolase
CPJADAKE_01030	CDS	330				IS630 family transposase IS630-Spn1
CPJADAKE_01031	CDS	3276	rexB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
CPJADAKE_01032	CDS	3651	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
CPJADAKE_01033	CDS	1179				hypothetical protein
CPJADAKE_01034	CDS	5892	iga	3.4.24.13		Immunoglobulin A1 protease
CPJADAKE_01035	CDS	852	rbgA		COG1161	Ribosome biogenesis GTPase A
CPJADAKE_01036	CDS	780	rnhB	3.1.26.4	COG0164	Ribonuclease HII
CPJADAKE_01037	CDS	1551	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
CPJADAKE_01038	CDS	1071	xerS		COG0582	Tyrosine recombinase XerS
CPJADAKE_01039	CDS	990	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
CPJADAKE_01040	CDS	1704	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
CPJADAKE_01041	CDS	1044	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
CPJADAKE_01042	CDS	993	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
CPJADAKE_01043	CDS	969	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
CPJADAKE_01044	CDS	1362	norM		COG0534	Multidrug resistance protein NorM
CPJADAKE_01045	CDS	261				hypothetical protein
CPJADAKE_01046	CDS	1269	pyrC	3.5.2.3	COG0044	Dihydroorotase
CPJADAKE_01047	CDS	465	mutX	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
CPJADAKE_01048	CDS	654	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
CPJADAKE_01049	CDS	309				hypothetical protein
CPJADAKE_01050	CDS	309				hypothetical protein
CPJADAKE_01051	CDS	714	yfnB	3.-.-.-	COG1011	Putative HAD-hydrolase YfnB
CPJADAKE_01052	CDS	381	dhaM	2.7.1.121	COG3412	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM
CPJADAKE_01053	CDS	327				hypothetical protein
CPJADAKE_01054	CDS	1881				hypothetical protein
CPJADAKE_01055	CDS	882	bglK_2	2.7.1.85	COG1940	Beta-glucoside kinase
CPJADAKE_01056	CDS	2646	mngB	3.2.1.-	COG0383	Mannosylglycerate hydrolase
CPJADAKE_01057	CDS	1281				hypothetical protein
CPJADAKE_01058	CDS	2085				hypothetical protein
CPJADAKE_01059	CDS	1680				hypothetical protein
CPJADAKE_01060	CDS	1230	arcA	3.5.3.6	COG2235	Arginine deiminase
CPJADAKE_01061	CDS	1017	arcB	2.1.3.3		Ornithine carbamoyltransferase, catabolic
CPJADAKE_01062	CDS	948	arcC1	2.7.2.2		Carbamate kinase 1
CPJADAKE_01063	CDS	1512				hypothetical protein
CPJADAKE_01064	CDS	1332		3.4.13.-		Putative dipeptidase
CPJADAKE_01065	CDS	291				hypothetical protein
CPJADAKE_01066	CDS	429				hypothetical protein
CPJADAKE_01067	CDS	900	qmcA		COG0330	Protein QmcA
CPJADAKE_01068	CDS	1152	adhB	1.1.1.1		Alcohol dehydrogenase 2
CPJADAKE_01069	CDS	1767	fucI	5.3.1.25	COG2407	L-fucose isomerase
CPJADAKE_01070	CDS	3117				hypothetical protein
CPJADAKE_01071	CDS	2295				hypothetical protein
CPJADAKE_01072	CDS	801	manZ_3		COG3716	PTS system mannose-specific EIID component
CPJADAKE_01073	CDS	774	sorC_2		COG3715	PTS system sorbose-specific EIIC component
CPJADAKE_01074	CDS	471	levE_2	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
CPJADAKE_01075	CDS	444	manX_2	2.7.1.191		PTS system mannose-specific EIIAB component
CPJADAKE_01076	CDS	441	fucU	5.1.3.29	COG4154	L-fucose mutarotase
CPJADAKE_01077	CDS	639	drdA	4.1.2.-		5-deoxy-D-ribulose 1-phosphate aldolase
