locus_tag	ftype	length_bp	gene	EC_number	COG	product
EJKBOHLF_00714	CDS	1656	rqcH		COG1293	Rqc2 RqcH
EJKBOHLF_00715	CDS	498	ybeY	3.1.-.-		Endoribonuclease YbeY
EJKBOHLF_00716	CDS	396	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
EJKBOHLF_00717	CDS	900	era		COG1159	GTPase Era
EJKBOHLF_00718	CDS	825	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
EJKBOHLF_00719	CDS	606	coaE	2.7.1.24		Dephospho-CoA kinase
EJKBOHLF_00720	CDS	1200	sbnD			Staphyloferrin B transporter
EJKBOHLF_00721	CDS	234	secG		COG1314	putative protein-export membrane protein SecG
EJKBOHLF_00722	CDS	2355	rnr	3.1.13.1	COG0557	Ribonuclease R
EJKBOHLF_00723	CDS	468	smpB		COG0691	SsrA-binding protein
EJKBOHLF_00724	CDS	861	tehB	2.1.1.-	COG0500	putative S-adenosyl-L-methionine-dependent methyltransferase TehB
EJKBOHLF_00725	CDS	954				hypothetical protein
EJKBOHLF_00726	CDS	1821	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
EJKBOHLF_00727	CDS	714	trmR	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
EJKBOHLF_00728	CDS	942	prsA	5.2.1.8		Foldase protein PrsA
EJKBOHLF_00729	CDS	342				IS3 family transposase ISSpn1
EJKBOHLF_00730	CDS	192				hypothetical protein
EJKBOHLF_00731	CDS	621	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
EJKBOHLF_00732	CDS	483				hypothetical protein
EJKBOHLF_00733	CDS	843				hypothetical protein
EJKBOHLF_00734	CDS	801				hypothetical protein
EJKBOHLF_00735	CDS	1380	glmU		COG1207	Bifunctional protein GlmU
EJKBOHLF_00736	CDS	546	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
EJKBOHLF_00737	CDS	315				hypothetical protein
EJKBOHLF_00738	CDS	693	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
EJKBOHLF_00739	CDS	492				putative protein
EJKBOHLF_00740	CDS	591	dinG_1	3.1.-.-		3'-5' exonuclease DinG
EJKBOHLF_00741	CDS	1764				hypothetical protein
EJKBOHLF_00742	CDS	330				IS630 family transposase IS630-Spn1
EJKBOHLF_00743	CDS	417				hypothetical protein
EJKBOHLF_00744	CDS	708	dsbD_2	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
EJKBOHLF_00745	CDS	558	resA_2			Thiol-disulfide oxidoreductase ResA
EJKBOHLF_00746	CDS	1392	yhdG		COG0531	putative amino acid permease YhdG
EJKBOHLF_00747	CDS	918	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
EJKBOHLF_00748	CDS	6432				hypothetical protein
EJKBOHLF_00749	CDS	282				hypothetical protein
EJKBOHLF_00750	CDS	786				hypothetical protein
EJKBOHLF_00751	CDS	819				hypothetical protein
EJKBOHLF_00752	CDS	993	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EJKBOHLF_00753	CDS	363				hypothetical protein
EJKBOHLF_00754	CDS	237				hypothetical protein
EJKBOHLF_00755	CDS	690	rplA			50S ribosomal protein L1
EJKBOHLF_00756	CDS	426	rplK			50S ribosomal protein L11
EJKBOHLF_00757	CDS	717	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
EJKBOHLF_00758	CDS	462				hypothetical protein
EJKBOHLF_00759	CDS	1038	pepA_1	3.4.11.7	COG1363	Glutamyl aminopeptidase
EJKBOHLF_00760	CDS	1326	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
EJKBOHLF_00761	CDS	153				hypothetical protein
EJKBOHLF_00762	CDS	579				hypothetical protein
EJKBOHLF_00763	CDS	1401	pepV	3.4.13.-		Beta-Ala-Xaa dipeptidase
EJKBOHLF_00764	CDS	606		1.-.-.-		Putative NAD(P)H nitroreductase
EJKBOHLF_00765	CDS	801	tcyJ		COG0834	L-cystine-binding protein TcyJ
EJKBOHLF_00766	CDS	834				hypothetical protein
EJKBOHLF_00767	CDS	1845	uvrC		COG0322	UvrABC system protein C
EJKBOHLF_00768	CDS	702				hypothetical protein
EJKBOHLF_00769	CDS	1233	femA	2.3.2.17		Aminoacyltransferase FemA
EJKBOHLF_00770	CDS	1221	femX	2.3.2.16	COG2348	Lipid II:glycine glycyltransferase
EJKBOHLF_00771	CDS	780	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
EJKBOHLF_00772	CDS	1662	rnj2	3.1.-.-		Ribonuclease J 2
EJKBOHLF_00773	CDS	2223				hypothetical protein
EJKBOHLF_00774	CDS	759	glnQ_2			Glutamine transport ATP-binding protein GlnQ
EJKBOHLF_00775	CDS	765	peb1A		COG0834	Major cell-binding factor
EJKBOHLF_00776	CDS	678	glnM_2		COG0765	putative glutamine ABC transporter permease protein GlnM
EJKBOHLF_00777	CDS	660	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
EJKBOHLF_00778	CDS	1191		1.14.13.239		Carnitine monooxygenase reductase subunit
EJKBOHLF_00779	CDS	882	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
EJKBOHLF_00780	CDS	1329				hypothetical protein
EJKBOHLF_00781	CDS	657	regX3		COG0745	Sensory transduction protein regX3
EJKBOHLF_00782	CDS	1380				hypothetical protein
EJKBOHLF_00783	CDS	648			COG1136	putative ABC transporter ATP-binding protein
EJKBOHLF_00784	CDS	1278				hypothetical protein
EJKBOHLF_00785	CDS	1260	murA1_2	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
EJKBOHLF_00786	CDS	552				hypothetical protein
EJKBOHLF_00787	CDS	1278	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
EJKBOHLF_00788	CDS	861	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
EJKBOHLF_00789	CDS	273				hypothetical protein
EJKBOHLF_00790	CDS	399			COG3039	IS5 family transposase ISSpn7
EJKBOHLF_00791	CDS	315			COG3039	IS5 family transposase ISSpn7
EJKBOHLF_00792	CDS	2292	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
EJKBOHLF_00793	CDS	681				hypothetical protein
EJKBOHLF_00794	CDS	690		2.4.2.-	COG2071	Putative glutamine amidotransferase
EJKBOHLF_00795	CDS	642	rex		COG2344	Redox-sensing transcriptional repressor Rex
EJKBOHLF_00796	CDS	216				hypothetical protein
EJKBOHLF_00797	CDS	348				hypothetical protein
EJKBOHLF_00798	CDS	1116	iscS_1	2.8.1.7		Cysteine desulfurase IscS
EJKBOHLF_00799	CDS	960	prs2	2.7.6.1		Putative ribose-phosphate pyrophosphokinase 2
EJKBOHLF_00800	CDS	570	yjbK	3.6.1.-	COG4116	Putative triphosphatase YjbK
EJKBOHLF_00801	CDS	672	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
EJKBOHLF_00802	CDS	819	nadK	2.7.1.23	COG0061	NAD kinase
EJKBOHLF_00803	CDS	897	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
EJKBOHLF_00804	CDS	975	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
EJKBOHLF_00805	CDS	300			COG0718	Nucleoid-associated protein
EJKBOHLF_00806	CDS	687				hypothetical protein
EJKBOHLF_00807	CDS	315	rplU		COG0261	50S ribosomal protein L21
EJKBOHLF_00808	CDS	345				hypothetical protein
EJKBOHLF_00809	CDS	294	rpmA		COG0211	50S ribosomal protein L27
EJKBOHLF_00810	CDS	918	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
EJKBOHLF_00811	CDS	849				hypothetical protein
EJKBOHLF_00812	CDS	840			COG1307	DegV domain-containing protein
EJKBOHLF_00813	CDS	276	hup		COG0776	DNA-binding protein HU
EJKBOHLF_00814	CDS	1902	ettA_2		COG0488	Energy-dependent translational throttle protein EttA
EJKBOHLF_00815	CDS	864				hypothetical protein
EJKBOHLF_00816	CDS	1179				hypothetical protein
EJKBOHLF_00817	CDS	1959	ligA	6.5.1.2		DNA ligase
EJKBOHLF_00818	CDS	2280	glgX_1	3.2.1.196		Glycogen debranching enzyme
EJKBOHLF_00819	CDS	1425	gapN	1.2.1.9	COG1012	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
EJKBOHLF_00820	CDS	1929	glgB	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
EJKBOHLF_00821	CDS	1143	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
EJKBOHLF_00822	CDS	1140	glgD		COG0448	Glycogen biosynthesis protein GlgD
EJKBOHLF_00823	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
EJKBOHLF_00824	CDS	645	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
EJKBOHLF_00825	CDS	1116	glxK	2.7.1.31		Glycerate kinase
EJKBOHLF_00826	CDS	447				hypothetical protein
EJKBOHLF_00827	CDS	1305	eno	4.2.1.11	COG0148	Enolase
EJKBOHLF_00828	CDS	540				hypothetical protein
EJKBOHLF_00829	CDS	666	ktrA		COG0569	Ktr system potassium uptake protein A
EJKBOHLF_00830	CDS	1380	ktrB		COG0168	Ktr system potassium uptake protein B
EJKBOHLF_00831	CDS	765	deoD_1	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
EJKBOHLF_00832	CDS	297		2.8.1.-	COG0607	Sulfurtransferase
EJKBOHLF_00833	CDS	297				hypothetical protein
EJKBOHLF_00834	CDS	258				hypothetical protein
EJKBOHLF_00835	CDS	855	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
EJKBOHLF_00836	CDS	1038	mro	5.1.3.3	COG2017	Aldose 1-epimerase
EJKBOHLF_00837	CDS	1167	agaS	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
EJKBOHLF_00838	CDS	339	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
EJKBOHLF_00839	CDS	816	manZ_1		COG3716	PTS system mannose-specific EIID component
EJKBOHLF_00840	CDS	906				hypothetical protein
EJKBOHLF_00841	CDS	477	sorB_1	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
EJKBOHLF_00842	CDS	1788	bga	3.2.1.23		Beta-galactosidase
EJKBOHLF_00843	CDS	717	gamR			HTH-type transcriptional repressor GamR
EJKBOHLF_00844	CDS	3939	strH	3.2.1.52	COG3525	Beta-N-acetylhexosaminidase
EJKBOHLF_00845	CDS	1299	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
EJKBOHLF_00846	CDS	228				hypothetical protein
EJKBOHLF_00847	CDS	1092	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
EJKBOHLF_00848	CDS	489	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
EJKBOHLF_00849	CDS	1263	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
EJKBOHLF_00850	CDS	1548	purH			Bifunctional purine biosynthesis protein PurH
EJKBOHLF_00851	CDS	510				hypothetical protein
EJKBOHLF_00852	CDS	546	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
EJKBOHLF_00853	CDS	1023	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
EJKBOHLF_00854	CDS	1443	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
EJKBOHLF_00855	CDS	3726	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
EJKBOHLF_00856	CDS	708	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
EJKBOHLF_00857	CDS	1350	lcnD_1			Lactococcin A secretion protein LcnD
EJKBOHLF_00858	CDS	2154	lagD_1	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
EJKBOHLF_00859	CDS	126				hypothetical protein
EJKBOHLF_00860	CDS	159				hypothetical protein
EJKBOHLF_00861	CDS	294			COG3039	IS5 family transposase ISSpn7
EJKBOHLF_00862	CDS	234	acpP		COG0236	Acyl carrier protein
EJKBOHLF_00863	CDS	993	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
EJKBOHLF_00864	CDS	771	recO		COG1381	DNA repair protein RecO
EJKBOHLF_00865	CDS	1170	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
EJKBOHLF_00866	CDS	1011				hypothetical protein
EJKBOHLF_00867	CDS	897	xerD			Tyrosine recombinase XerD
EJKBOHLF_00868	CDS	1242	glyA_1	2.1.2.1	COG0112	Serine hydroxymethyltransferase
EJKBOHLF_00869	CDS	2280				hypothetical protein
EJKBOHLF_00870	CDS	2100				hypothetical protein
EJKBOHLF_00871	CDS	1818	uvrD	3.6.4.12	COG0210	DNA helicase II
EJKBOHLF_00872	CDS	1176				hypothetical protein
EJKBOHLF_00873	CDS	357				hypothetical protein
EJKBOHLF_00874	CDS	366				hypothetical protein
EJKBOHLF_00875	CDS	1824				hypothetical protein
EJKBOHLF_00876	CDS	867				hypothetical protein
EJKBOHLF_00877	CDS	135				hypothetical protein
EJKBOHLF_00878	CDS	252				hypothetical protein
EJKBOHLF_00879	CDS	303				hypothetical protein
EJKBOHLF_00880	CDS	1347				hypothetical protein
EJKBOHLF_00881	CDS	918	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EJKBOHLF_00882	CDS	801				hypothetical protein
EJKBOHLF_00883	CDS	474				IS200/IS605 family transposase ISSpn6
EJKBOHLF_00884	CDS	222				hypothetical protein
EJKBOHLF_00885	CDS	1509	xerC_2			Tyrosine recombinase XerC
EJKBOHLF_00886	CDS	852	rbgA		COG1161	Ribosome biogenesis GTPase A
EJKBOHLF_00887	CDS	780	rnhB	3.1.26.4	COG0164	Ribonuclease HII
EJKBOHLF_00888	CDS	1551	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
EJKBOHLF_00889	CDS	1071	xerS		COG0582	Tyrosine recombinase XerS
EJKBOHLF_00890	CDS	990	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
EJKBOHLF_00891	CDS	1704		1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
EJKBOHLF_00892	CDS	1044	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
EJKBOHLF_00893	CDS	993	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
EJKBOHLF_00894	CDS	969	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
EJKBOHLF_00895	CDS	1362	norM		COG0534	Multidrug resistance protein NorM
EJKBOHLF_00896	CDS	261				hypothetical protein
EJKBOHLF_00897	CDS	1269	pyrC	3.5.2.3	COG0044	Dihydroorotase
EJKBOHLF_00898	CDS	465	mutX	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
EJKBOHLF_00899	CDS	654	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
EJKBOHLF_00900	CDS	648				hypothetical protein
EJKBOHLF_00901	CDS	714	yfnB	3.-.-.-	COG1011	Putative HAD-hydrolase YfnB
EJKBOHLF_00902	CDS	381	dhaM	2.7.1.121	COG3412	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM
EJKBOHLF_00903	CDS	126				hypothetical protein
EJKBOHLF_00904	CDS	3120				hypothetical protein
EJKBOHLF_00905	CDS	90				hypothetical protein
EJKBOHLF_00906	CDS	570				hypothetical protein
EJKBOHLF_00907	CDS	630				hypothetical protein
EJKBOHLF_00908	CDS	1224	pepT	3.4.11.4		Peptidase T
EJKBOHLF_00909	CDS	1095	hemH	4.99.1.1		Ferrochelatase
EJKBOHLF_00910	CDS	378	mscL		COG1970	Large-conductance mechanosensitive channel
EJKBOHLF_00911	CDS	432				hypothetical protein
EJKBOHLF_00912	CDS	510	queT		COG4708	Queuosine precursor transporter QueT
EJKBOHLF_00913	tRNA	73				tRNA-Thr(ggt)
EJKBOHLF_00914	CDS	1077	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
EJKBOHLF_00915	CDS	936	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
EJKBOHLF_00916	CDS	1374	mnmE	3.6.5.-	COG0486	tRNA modification GTPase MnmE
EJKBOHLF_00917	CDS	183	xylH	5.3.2.6		2-hydroxymuconate tautomerase
EJKBOHLF_00918	CDS	591	tdk	2.7.1.21	COG1435	Thymidine kinase
EJKBOHLF_00919	CDS	1080	prfA		COG0216	Peptide chain release factor 1
EJKBOHLF_00920	CDS	840	prmC	2.1.1.297		Release factor glutamine methyltransferase
EJKBOHLF_00921	CDS	603	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
EJKBOHLF_00922	CDS	432				hypothetical protein
EJKBOHLF_00923	CDS	1257	glyA_2	2.1.2.1		Serine hydroxymethyltransferase
EJKBOHLF_00924	CDS	975				hypothetical protein
EJKBOHLF_00925	CDS	615				hypothetical protein
EJKBOHLF_00926	CDS	975				hypothetical protein
EJKBOHLF_00927	CDS	1632		2.1.1.-	COG2265	putative RNA methyltransferase
EJKBOHLF_00928	CDS	195				hypothetical protein
EJKBOHLF_00929	CDS	1026	yfmC		COG4594	Fe(3+)-citrate-binding protein YfmC
EJKBOHLF_00930	CDS	1008	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
EJKBOHLF_00931	CDS	1008	yfhA		COG0609	putative siderophore transport system permease protein YfhA
EJKBOHLF_00932	CDS	795	fpuD	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuD
EJKBOHLF_00933	CDS	210				hypothetical protein
EJKBOHLF_00934	CDS	162				hypothetical protein
EJKBOHLF_00935	CDS	507	pinR	3.1.22.-	COG1961	Serine recombinase PinR
EJKBOHLF_00936	CDS	1206				hypothetical protein
EJKBOHLF_00937	CDS	567				hypothetical protein
EJKBOHLF_00938	CDS	189				hypothetical protein
EJKBOHLF_00939	CDS	759				hypothetical protein
EJKBOHLF_00940	CDS	855				hypothetical protein
EJKBOHLF_00941	CDS	885		2.7.1.-	COG1597	Putative lipid kinase
EJKBOHLF_00942	CDS	705	nplT	3.2.1.135		Neopullulanase
EJKBOHLF_00943	CDS	456				hypothetical protein
EJKBOHLF_00944	CDS	1959	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
EJKBOHLF_00945	CDS	543	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
EJKBOHLF_00946	CDS	1278	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
EJKBOHLF_00947	CDS	1269				hypothetical protein
EJKBOHLF_00948	CDS	123				hypothetical protein
EJKBOHLF_00949	CDS	369				hypothetical protein
EJKBOHLF_00950	CDS	267				hypothetical protein
EJKBOHLF_00951	CDS	3510	mfd	3.6.4.-		Transcription-repair-coupling factor
EJKBOHLF_00952	CDS	570	pth	3.1.1.29		Peptidyl-tRNA hydrolase
EJKBOHLF_00953	CDS	1116	ychF		COG0012	Ribosome-binding ATPase YchF
EJKBOHLF_00954	CDS	309	xerC_3			Tyrosine recombinase XerC
EJKBOHLF_00955	CDS	840				hypothetical protein
EJKBOHLF_00956	CDS	561				hypothetical protein
EJKBOHLF_00957	CDS	306				hypothetical protein
EJKBOHLF_00958	CDS	198				hypothetical protein
EJKBOHLF_00959	CDS	459				hypothetical protein
EJKBOHLF_00960	CDS	669				hypothetical protein
EJKBOHLF_00961	CDS	669				hypothetical protein
EJKBOHLF_00962	CDS	741	lexA	3.4.21.88		LexA repressor
EJKBOHLF_00963	CDS	192	bcrR			HTH-type transcriptional activator BcrR
EJKBOHLF_00964	CDS	309				hypothetical protein
EJKBOHLF_00965	CDS	606				hypothetical protein
EJKBOHLF_00966	CDS	249				hypothetical protein
EJKBOHLF_00967	CDS	174				hypothetical protein
EJKBOHLF_00968	CDS	429				hypothetical protein
EJKBOHLF_00969	CDS	147				hypothetical protein
EJKBOHLF_00970	CDS	150				hypothetical protein
EJKBOHLF_00971	CDS	141				hypothetical protein
EJKBOHLF_00972	CDS	501				hypothetical protein
EJKBOHLF_00973	CDS	141				hypothetical protein
EJKBOHLF_00974	CDS	267				hypothetical protein
EJKBOHLF_00975	CDS	216				hypothetical protein
EJKBOHLF_00976	CDS	294				hypothetical protein
EJKBOHLF_00977	CDS	342				hypothetical protein
EJKBOHLF_00978	CDS	273				hypothetical protein
EJKBOHLF_00979	CDS	861				hypothetical protein
EJKBOHLF_00980	CDS	1455				hypothetical protein
EJKBOHLF_00981	CDS	198				hypothetical protein
EJKBOHLF_00982	CDS	525				hypothetical protein
EJKBOHLF_00983	CDS	267				hypothetical protein
EJKBOHLF_00984	CDS	375				hypothetical protein
EJKBOHLF_00985	CDS	252				hypothetical protein
EJKBOHLF_00986	CDS	420				hypothetical protein
EJKBOHLF_00987	CDS	195				hypothetical protein
EJKBOHLF_00988	CDS	1137	dnaN		COG0592	Beta sliding clamp
EJKBOHLF_00989	CDS	1362	dnaA			Chromosomal replication initiator protein DnaA
EJKBOHLF_00990	CDS	744	spo0J		COG1475	Stage 0 sporulation protein J
EJKBOHLF_00991	CDS	1182	htrA	3.4.21.107	COG0265	Serine protease Do-like HtrA
EJKBOHLF_00992	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
EJKBOHLF_00993	tRNA	74				tRNA-Arg(tct)
EJKBOHLF_00994	CDS	126	comC2			Competence-stimulating peptide type 2
EJKBOHLF_00995	CDS	1326				hypothetical protein
EJKBOHLF_00996	CDS	465				hypothetical protein
EJKBOHLF_00997	CDS	411				hypothetical protein
EJKBOHLF_00998	CDS	429	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
EJKBOHLF_00999	CDS	300				hypothetical protein
EJKBOHLF_01000	CDS	1977	tkt	2.2.1.1		Transketolase
EJKBOHLF_01001	CDS	1092	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
EJKBOHLF_01002	CDS	1674	licR_1		COG1762	putative licABCH operon regulator
EJKBOHLF_01003	CDS	705	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
EJKBOHLF_01004	CDS	864	ulaE	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
EJKBOHLF_01005	CDS	666	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
EJKBOHLF_01006	CDS	486	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
EJKBOHLF_01007	CDS	282	ulaB	2.7.1.194		Ascorbate-specific PTS system EIIB component
EJKBOHLF_01008	CDS	1458	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
EJKBOHLF_01009	CDS	624				hypothetical protein
EJKBOHLF_01010	CDS	987				hypothetical protein
EJKBOHLF_01011	CDS	831	misCA		COG0706	Membrane protein insertase MisCA
EJKBOHLF_01012	CDS	372	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
EJKBOHLF_01013	CDS	1191	ackA	2.7.2.1	COG0282	Acetate kinase
EJKBOHLF_01014	CDS	954				hypothetical protein
EJKBOHLF_01015	CDS	381				hypothetical protein
EJKBOHLF_01016	CDS	183				hypothetical protein
EJKBOHLF_01017	CDS	414				hypothetical protein
EJKBOHLF_01018	CDS	462				hypothetical protein
EJKBOHLF_01019	CDS	303				hypothetical protein
EJKBOHLF_01020	CDS	405				hypothetical protein
EJKBOHLF_01021	CDS	327				hypothetical protein
EJKBOHLF_01022	CDS	1017	gspF		COG1459	Putative type II secretion system protein F
EJKBOHLF_01023	CDS	942	comGA		COG2804	ComG operon protein 1
EJKBOHLF_01024	CDS	366				hypothetical protein
EJKBOHLF_01025	CDS	1059	adh_1	1.1.1.1	COG1063	Alcohol dehydrogenase
EJKBOHLF_01026	CDS	1152	agaA_2	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
EJKBOHLF_01027	CDS	1818	oatA	2.3.1.-		O-acetyltransferase OatA
EJKBOHLF_01028	CDS	1143	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
EJKBOHLF_01029	CDS	858				hypothetical protein
EJKBOHLF_01030	CDS	483	pcp_1	3.4.19.3		Pyrrolidone-carboxylate peptidase
EJKBOHLF_01031	CDS	300				hypothetical protein
EJKBOHLF_01032	CDS	426				hypothetical protein
EJKBOHLF_01033	CDS	1143				hypothetical protein
EJKBOHLF_01034	CDS	621	gph_2	3.1.3.18		Phosphoglycolate phosphatase
EJKBOHLF_01035	CDS	1281	yeeO		COG0534	putative FMN/FAD exporter YeeO
EJKBOHLF_01036	CDS	1485	thrC	4.2.3.1	COG0498	Threonine synthase
EJKBOHLF_01037	CDS	1278				hypothetical protein
EJKBOHLF_01038	tRNA	86				tRNA-Leu(caa)
EJKBOHLF_01039	tRNA	74				tRNA-Gln(ttg)
EJKBOHLF_01040	tRNA	75				tRNA-His(gtg)
EJKBOHLF_01041	tRNA	73				tRNA-Trp(cca)
EJKBOHLF_01042	tRNA	83				tRNA-Tyr(gta)
EJKBOHLF_01043	CDS	216	ugl	3.2.1.180		Unsaturated chondroitin disaccharide hydrolase
EJKBOHLF_01044	CDS	492	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
EJKBOHLF_01045	CDS	780	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
EJKBOHLF_01046	CDS	819	manZ_2		COG3716	PTS system mannose-specific EIID component
EJKBOHLF_01047	CDS	294				hypothetical protein
EJKBOHLF_01048	CDS	1902				hypothetical protein
EJKBOHLF_01049	CDS	1002	kdgR		COG1609	HTH-type transcriptional regulator KdgR
EJKBOHLF_01050	CDS	336				hypothetical protein
EJKBOHLF_01051	CDS	243				hypothetical protein
EJKBOHLF_01052	CDS	543				hypothetical protein
EJKBOHLF_01053	CDS	195				hypothetical protein
EJKBOHLF_01054	CDS	951	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
EJKBOHLF_01055	CDS	318	ftsL			Cell division protein FtsL
EJKBOHLF_01056	CDS	2253	pbpX		COG0768	Penicillin-binding protein 2X
EJKBOHLF_01057	CDS	981	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
EJKBOHLF_01058	CDS	2106	clpC_1			putative ATP-dependent Clp protease ATP-binding subunit
EJKBOHLF_01059	CDS	351				hypothetical protein
EJKBOHLF_01060	CDS	483	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
EJKBOHLF_01061	CDS	1485				hypothetical protein
EJKBOHLF_01062	CDS	1611	dexB	3.2.1.70	COG0366	Glucan 1,6-alpha-glucosidase
EJKBOHLF_01063	CDS	786				hypothetical protein
EJKBOHLF_01064	CDS	1446	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
EJKBOHLF_01065	CDS	732	cpsB	3.1.3.48	COG4464	Tyrosine-protein phosphatase CpsB
EJKBOHLF_01066	CDS	693	ywqC		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
EJKBOHLF_01067	CDS	681	cpsD	2.7.10.2		Tyrosine-protein kinase CpsD
EJKBOHLF_01068	CDS	1368				hypothetical protein
EJKBOHLF_01069	CDS	945	gspA		COG1442	General stress protein A
EJKBOHLF_01070	CDS	495				hypothetical protein
EJKBOHLF_01071	CDS	720				hypothetical protein
EJKBOHLF_01072	CDS	987				hypothetical protein
EJKBOHLF_01073	CDS	1344				hypothetical protein
EJKBOHLF_01074	CDS	1413				hypothetical protein
