locus_tag	ftype	length_bp	gene	EC_number	COG	product
MCNKEKOJ_00703	CDS	1476		3.1.6.1	COG3119	Arylsulfatase
MCNKEKOJ_00704	CDS	1356	celB		COG1455	PTS system cellobiose-specific EIIC component
MCNKEKOJ_00705	CDS	318	celD			PTS system cellobiose-specific EIIA component
MCNKEKOJ_00706	CDS	318	ptcB	2.7.1.205	COG1440	PTS system cellobiose-specific EIIB component
MCNKEKOJ_00707	CDS	897				hypothetical protein
MCNKEKOJ_00708	CDS	1269	licC_2		COG1455	Lichenan permease IIC component
MCNKEKOJ_00709	CDS	1179	nagC_1		COG1940	N-acetylglucosamine repressor
MCNKEKOJ_00710	CDS	447				hypothetical protein
MCNKEKOJ_00711	CDS	660	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
MCNKEKOJ_00712	CDS	1152				hypothetical protein
MCNKEKOJ_00713	CDS	732				hypothetical protein
MCNKEKOJ_00714	CDS	777	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
MCNKEKOJ_00715	CDS	1224	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
MCNKEKOJ_00716	CDS	600	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
MCNKEKOJ_00717	CDS	768	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
MCNKEKOJ_00718	CDS	1005	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
MCNKEKOJ_00719	CDS	567	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
MCNKEKOJ_00720	CDS	1362	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
MCNKEKOJ_00721	CDS	246				hypothetical protein
MCNKEKOJ_00722	CDS	861	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
MCNKEKOJ_00723	CDS	1278	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
MCNKEKOJ_00724	CDS	552				hypothetical protein
MCNKEKOJ_00725	CDS	1260	murA1_1	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
MCNKEKOJ_00726	CDS	159				hypothetical protein
MCNKEKOJ_00727	CDS	1311	obg	3.6.5.-	COG0536	GTPase Obg
MCNKEKOJ_00728	CDS	135				hypothetical protein
MCNKEKOJ_00729	CDS	177				hypothetical protein
MCNKEKOJ_00730	CDS	1326		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
MCNKEKOJ_00731	CDS	1044	cpoA	2.4.1.-	COG0438	Alpha-galactosylglucosyldiacylglycerol synthase
MCNKEKOJ_00732	CDS	330	sufT			Fe-S protein maturation auxiliary factor SufT
MCNKEKOJ_00733	CDS	1110	sigA		COG0568	RNA polymerase sigma factor SigA
MCNKEKOJ_00734	CDS	1761	dnaG	2.7.7.-	COG0358	DNA primase
MCNKEKOJ_00735	CDS	759	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MCNKEKOJ_00736	CDS	867				hypothetical protein
MCNKEKOJ_00737	CDS	1005				hypothetical protein
MCNKEKOJ_00738	CDS	2697	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
MCNKEKOJ_00739	CDS	1230	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
MCNKEKOJ_00740	CDS	195				hypothetical protein
MCNKEKOJ_00741	CDS	588	pepE	3.4.13.21		Peptidase E
MCNKEKOJ_00742	CDS	1794				hypothetical protein
MCNKEKOJ_00743	CDS	150				hypothetical protein
MCNKEKOJ_00744	CDS	204				hypothetical protein
MCNKEKOJ_00745	CDS	216				hypothetical protein
MCNKEKOJ_00746	CDS	321				hypothetical protein
MCNKEKOJ_00747	CDS	489				hypothetical protein
MCNKEKOJ_00748	CDS	252				hypothetical protein
MCNKEKOJ_00749	CDS	537				hypothetical protein
MCNKEKOJ_00750	CDS	987	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MCNKEKOJ_00751	CDS	768	iphP	3.1.3.48		Tyrosine-protein phosphatase
MCNKEKOJ_00752	CDS	1638	metG_1	6.1.1.10	COG0073	Methionine--tRNA ligase
MCNKEKOJ_00753	CDS	636	cat	2.3.1.28		Chloramphenicol acetyltransferase
MCNKEKOJ_00754	CDS	1401				hypothetical protein
MCNKEKOJ_00755	CDS	1734	hisC	2.6.1.9		Histidinol-phosphate aminotransferase
MCNKEKOJ_00756	CDS	1473	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
MCNKEKOJ_00757	CDS	1506				hypothetical protein
MCNKEKOJ_00758	CDS	1191				hypothetical protein
MCNKEKOJ_00759	CDS	258	acpP_1			Acyl carrier protein
MCNKEKOJ_00760	CDS	1050				hypothetical protein
MCNKEKOJ_00761	CDS	498				hypothetical protein
MCNKEKOJ_00762	CDS	378			COG3039	IS5 family transposase IS1515
MCNKEKOJ_00763	CDS	954			COG2826	IS30 family transposase ISSpn8
MCNKEKOJ_00764	CDS	186				hypothetical protein
MCNKEKOJ_00765	CDS	669				IS1182 family transposase ISAco1
MCNKEKOJ_00766	CDS	1143				hypothetical protein
MCNKEKOJ_00767	CDS	618				hypothetical protein
MCNKEKOJ_00768	CDS	366				hypothetical protein
MCNKEKOJ_00769	CDS	360				hypothetical protein
MCNKEKOJ_00770	CDS	273				hypothetical protein
MCNKEKOJ_00771	CDS	522				hypothetical protein
MCNKEKOJ_00772	CDS	342				hypothetical protein
MCNKEKOJ_00773	CDS	270				hypothetical protein
MCNKEKOJ_00774	CDS	768				hypothetical protein
MCNKEKOJ_00775	CDS	1590	recF_2			DNA replication and repair protein RecF
MCNKEKOJ_00776	CDS	171				hypothetical protein
MCNKEKOJ_00777	CDS	981				hypothetical protein
MCNKEKOJ_00778	CDS	1314				hypothetical protein
MCNKEKOJ_00779	CDS	285				hypothetical protein
MCNKEKOJ_00780	CDS	1770				hypothetical protein
MCNKEKOJ_00781	CDS	897	xerD			Tyrosine recombinase XerD
MCNKEKOJ_00782	CDS	759	pezT	2.7.1.176		Toxin PezT
MCNKEKOJ_00783	CDS	477	pezA		COG1396	Antitoxin PezA
MCNKEKOJ_00784	CDS	456				hypothetical protein
MCNKEKOJ_00785	CDS	330				hypothetical protein
MCNKEKOJ_00786	CDS	129				hypothetical protein
MCNKEKOJ_00787	CDS	1062	bbmA	3.2.1.-	COG0366	Intracellular maltogenic amylase
MCNKEKOJ_00788	CDS	885		2.7.1.-	COG1597	Putative lipid kinase
MCNKEKOJ_00789	CDS	855				hypothetical protein
MCNKEKOJ_00790	CDS	759				hypothetical protein
MCNKEKOJ_00791	CDS	189				hypothetical protein
MCNKEKOJ_00792	CDS	567				hypothetical protein
MCNKEKOJ_00793	CDS	1641				hypothetical protein
MCNKEKOJ_00794	CDS	162				hypothetical protein
MCNKEKOJ_00795	CDS	210				hypothetical protein
MCNKEKOJ_00796	CDS	795	fpuD	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuD
MCNKEKOJ_00797	CDS	1008	yfhA		COG0609	putative siderophore transport system permease protein YfhA
MCNKEKOJ_00798	CDS	1008	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
MCNKEKOJ_00799	CDS	1026	yfmC		COG4594	Fe(3+)-citrate-binding protein YfmC
MCNKEKOJ_00800	CDS	219				hypothetical protein
MCNKEKOJ_00801	CDS	1632		2.1.1.-	COG2265	putative RNA methyltransferase
MCNKEKOJ_00802	CDS	975	ypuA		COG4086	putative protein YpuA
MCNKEKOJ_00803	CDS	615				hypothetical protein
MCNKEKOJ_00804	CDS	975				hypothetical protein
MCNKEKOJ_00805	CDS	1257	glyA	2.1.2.1		Serine hydroxymethyltransferase
MCNKEKOJ_00806	CDS	432				hypothetical protein
MCNKEKOJ_00807	CDS	603	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
MCNKEKOJ_00808	CDS	840	prmC	2.1.1.297		Release factor glutamine methyltransferase
MCNKEKOJ_00809	CDS	1080	prfA		COG0216	Peptide chain release factor 1
MCNKEKOJ_00810	CDS	591	tdk	2.7.1.21	COG1435	Thymidine kinase
MCNKEKOJ_00811	CDS	183	xylH	5.3.2.6		2-hydroxymuconate tautomerase
MCNKEKOJ_00812	CDS	1374	mnmE	3.6.5.-	COG0486	tRNA modification GTPase MnmE
MCNKEKOJ_00813	CDS	936	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
MCNKEKOJ_00814	CDS	1077	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
MCNKEKOJ_00815	tRNA	73				tRNA-Thr(ggt)
MCNKEKOJ_00816	CDS	510	queT		COG4708	Queuosine precursor transporter QueT
MCNKEKOJ_00817	CDS	432				hypothetical protein
MCNKEKOJ_00818	CDS	378	mscL		COG1970	Large-conductance mechanosensitive channel
MCNKEKOJ_00819	CDS	1095	hemH	4.99.1.1		Ferrochelatase
MCNKEKOJ_00820	CDS	1224	pepT	3.4.11.4		Peptidase T
MCNKEKOJ_00821	CDS	630				hypothetical protein
MCNKEKOJ_00822	CDS	258				hypothetical protein
MCNKEKOJ_00823	CDS	90				hypothetical protein
MCNKEKOJ_00824	CDS	2589				hypothetical protein
MCNKEKOJ_00825	CDS	336				hypothetical protein
MCNKEKOJ_00826	CDS	762				ISL3 family transposase IS1167
MCNKEKOJ_00827	CDS	519				ISL3 family transposase IS1167
MCNKEKOJ_00828	CDS	1983	sarA_2		COG4166	Oligopeptide-binding protein SarA
MCNKEKOJ_00829	CDS	5304		3.2.1.97		Endo-alpha-N-acetylgalactosaminidase
MCNKEKOJ_00830	CDS	2160	ponA		COG0744	Penicillin-binding protein 1A
MCNKEKOJ_00831	CDS	597	recU	3.1.22.4	COG3331	Holliday junction resolvase RecU
MCNKEKOJ_00832	CDS	528				hypothetical protein
MCNKEKOJ_00833	CDS	342	gpsB		COG3599	Cell cycle protein GpsB
MCNKEKOJ_00834	CDS	1158	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
MCNKEKOJ_00835	CDS	1395	mapZ			Mid-cell-anchored protein Z
MCNKEKOJ_00836	CDS	1425	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
MCNKEKOJ_00837	CDS	690	arlR_1		COG0745	Response regulator ArlR
MCNKEKOJ_00838	CDS	999				hypothetical protein
MCNKEKOJ_00839	CDS	1233				hypothetical protein
MCNKEKOJ_00840	CDS	471				hypothetical protein
MCNKEKOJ_00841	CDS	330				hypothetical protein
MCNKEKOJ_00842	CDS	879	galK_1	2.7.1.6		Galactokinase
MCNKEKOJ_00843	CDS	954				hypothetical protein
MCNKEKOJ_00844	CDS	1008		2.7.4.2		Phosphomevalonate kinase
MCNKEKOJ_00845	CDS	1011	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
MCNKEKOJ_00846	CDS	699	liaF		COG4758	Protein LiaF
MCNKEKOJ_00847	CDS	996				hypothetical protein
MCNKEKOJ_00848	CDS	633	liaR		COG2197	Transcriptional regulatory protein LiaR
MCNKEKOJ_00849	CDS	147				hypothetical protein
MCNKEKOJ_00850	CDS	240				hypothetical protein
MCNKEKOJ_00851	CDS	678				hypothetical protein
MCNKEKOJ_00852	CDS	339				hypothetical protein
MCNKEKOJ_00853	CDS	1284	tig	5.2.1.8	COG0544	Trigger factor
MCNKEKOJ_00854	CDS	2367	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
MCNKEKOJ_00855	CDS	615	spsB	3.4.21.89		Signal peptidase IB
MCNKEKOJ_00856	CDS	882	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
MCNKEKOJ_00857	CDS	303				hypothetical protein
MCNKEKOJ_00858	CDS	549				hypothetical protein
MCNKEKOJ_00859	CDS	2337	mutS2	3.1.-.-		Endonuclease MutS2
MCNKEKOJ_00860	CDS	1323	alsT		COG1115	Amino-acid carrier protein AlsT
MCNKEKOJ_00861	CDS	549				hypothetical protein
MCNKEKOJ_00862	CDS	903				hypothetical protein
MCNKEKOJ_00863	CDS	1275	serS	6.1.1.11		Serine--tRNA ligase
MCNKEKOJ_00864	CDS	372				hypothetical protein
MCNKEKOJ_00865	CDS	1365	yclM	2.7.2.4	COG0527	Aspartokinase 3
MCNKEKOJ_00866	CDS	786	fabM	5.3.3.14	COG1024	Trans-2-decenoyl-[acyl-carrier-protein] isomerase
MCNKEKOJ_00867	CDS	435				hypothetical protein
MCNKEKOJ_00868	CDS	975	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
MCNKEKOJ_00869	CDS	225	acpA		COG0236	Acyl carrier protein
MCNKEKOJ_00870	CDS	975		1.6.5.11	COG2070	NADH:quinone reductase
MCNKEKOJ_00871	CDS	921	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
MCNKEKOJ_00872	CDS	732	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MCNKEKOJ_00873	CDS	1236	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
MCNKEKOJ_00874	CDS	486	accB			Biotin carboxyl carrier protein of acetyl-CoA carboxylase
MCNKEKOJ_00875	CDS	423	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
MCNKEKOJ_00876	CDS	1368	accC	6.3.4.14	COG0439	Biotin carboxylase
MCNKEKOJ_00877	CDS	867	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
MCNKEKOJ_00878	CDS	768	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
MCNKEKOJ_00879	CDS	186				hypothetical protein
MCNKEKOJ_00880	CDS	270				hypothetical protein
MCNKEKOJ_00881	CDS	423	nusB		COG0781	Transcription antitermination protein NusB
MCNKEKOJ_00882	CDS	390				putative protein
MCNKEKOJ_00883	CDS	561	efp			Elongation factor P
MCNKEKOJ_00884	CDS	1443	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
MCNKEKOJ_00885	CDS	1467	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
MCNKEKOJ_00886	CDS	303	gatC_1	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
MCNKEKOJ_00887	CDS	1545	prfC			Peptide chain release factor 3
MCNKEKOJ_00888	CDS	189	rpmB		COG0227	50S ribosomal protein L28
MCNKEKOJ_00889	CDS	366				putative protein
MCNKEKOJ_00890	CDS	1668				putative protein
MCNKEKOJ_00891	CDS	1701	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
MCNKEKOJ_00892	CDS	477	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
MCNKEKOJ_00893	CDS	1023	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
MCNKEKOJ_00894	CDS	237				hypothetical protein
MCNKEKOJ_00895	CDS	357				hypothetical protein
MCNKEKOJ_00896	CDS	1251	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
MCNKEKOJ_00897	CDS	216				hypothetical protein
MCNKEKOJ_00898	CDS	741	glnQ_2			Glutamine transport ATP-binding protein GlnQ
MCNKEKOJ_00899	CDS	1566				hypothetical protein
MCNKEKOJ_00900	CDS	1890				hypothetical protein
MCNKEKOJ_00901	CDS	810	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
MCNKEKOJ_00902	CDS	1350	walK	2.7.13.3		Sensor histidine kinase WalK
MCNKEKOJ_00903	CDS	705	walR		COG0745	Transcriptional regulatory protein WalR
MCNKEKOJ_00904	CDS	1176	mutY	3.2.2.31		Adenine DNA glycosylase
MCNKEKOJ_00905	CDS	1671	fhs1	6.3.4.3		Formate--tetrahydrofolate ligase 1
MCNKEKOJ_00906	CDS	690	coaBC_1		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
MCNKEKOJ_00907	CDS	552	coaBC_2		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
MCNKEKOJ_00908	CDS	564	panT		COG4684	Pantothenic acid transporter PanT
MCNKEKOJ_00909	CDS	528	niaX			Niacin transporter NiaX
MCNKEKOJ_00910	CDS	516	niaR		COG1827	putative transcription repressor NiaR
MCNKEKOJ_00911	CDS	468	nudC	3.6.1.22		NADH pyrophosphatase
MCNKEKOJ_00912	CDS	489	mshD_1	2.3.1.189		Mycothiol acetyltransferase
MCNKEKOJ_00913	CDS	564				hypothetical protein
MCNKEKOJ_00914	CDS	1989	uvrB		COG0556	UvrABC system protein B
MCNKEKOJ_00915	CDS	954				hypothetical protein
MCNKEKOJ_00916	CDS	2166	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
MCNKEKOJ_00917	CDS	741	artM		COG1126	Arginine transport ATP-binding protein ArtM
MCNKEKOJ_00918	CDS	1488	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
MCNKEKOJ_00919	CDS	1221	ftsY			Signal recognition particle receptor FtsY
MCNKEKOJ_00920	CDS	819	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
MCNKEKOJ_00921	CDS	795	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
MCNKEKOJ_00922	CDS	3540	smc		COG1196	Chromosome partition protein Smc
MCNKEKOJ_00923	CDS	699	rnc	3.1.26.3	COG0571	Ribonuclease 3
MCNKEKOJ_00924	tRNA	74				tRNA-Arg(ccg)
MCNKEKOJ_00925	CDS	987	guaC	1.7.1.7	COG0516	GMP reductase
MCNKEKOJ_00926	CDS	1344				hypothetical protein
MCNKEKOJ_00927	CDS	1932				hypothetical protein
MCNKEKOJ_00928	CDS	117				hypothetical protein
MCNKEKOJ_00929	CDS	360	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
MCNKEKOJ_00930	CDS	270				hypothetical protein
MCNKEKOJ_00931	CDS	768	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
MCNKEKOJ_00932	CDS	213				hypothetical protein
MCNKEKOJ_00933	CDS	1095	leuA	2.3.3.13		2-isopropylmalate synthase
MCNKEKOJ_00934	CDS	657				hypothetical protein
MCNKEKOJ_00935	CDS	633	cutC_2		COG3142	Copper homeostasis protein CutC
MCNKEKOJ_00936	CDS	360	ybaN		COG2832	Inner membrane protein YbaN
MCNKEKOJ_00937	CDS	2088	topA	5.6.2.1		DNA topoisomerase 1
MCNKEKOJ_00938	CDS	1044				hypothetical protein
MCNKEKOJ_00939	CDS	849	dprA		COG0758	DNA processing protein DprA
MCNKEKOJ_00940	CDS	690	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
MCNKEKOJ_00941	CDS	879				hypothetical protein
MCNKEKOJ_00942	CDS	870	thiK	2.7.1.89		Thiamine kinase
MCNKEKOJ_00943	CDS	1023	tarJ	1.1.1.405	COG1063	Ribulose-5-phosphate reductase
MCNKEKOJ_00944	CDS	708	tarI	2.7.7.40	COG1211	Ribitol-5-phosphate cytidylyltransferase
MCNKEKOJ_00945	CDS	1488				hypothetical protein
MCNKEKOJ_00946	CDS	804				hypothetical protein
MCNKEKOJ_00947	CDS	810				hypothetical protein
MCNKEKOJ_00948	CDS	3177	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
MCNKEKOJ_00949	CDS	1080	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
MCNKEKOJ_00950	CDS	924	pyrB	2.1.3.2		Aspartate carbamoyltransferase
MCNKEKOJ_00951	CDS	522	pyrR		COG2065	Bifunctional protein PyrR
MCNKEKOJ_00952	CDS	630	pdg			Ultraviolet N-glycosylase/AP lyase
MCNKEKOJ_00953	CDS	543				hypothetical protein
MCNKEKOJ_00954	CDS	141				hypothetical protein
MCNKEKOJ_00955	CDS	1560	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
MCNKEKOJ_00956	CDS	900	htpX	3.4.24.-	COG0501	Protease HtpX 
MCNKEKOJ_00957	CDS	561	lemA		COG1704	Protein LemA
MCNKEKOJ_00958	CDS	714	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
MCNKEKOJ_00959	CDS	1284	pyrP			Uracil permease
MCNKEKOJ_00960	CDS	1572	ffh		COG0541	Signal recognition particle protein
MCNKEKOJ_00961	CDS	333				hypothetical protein
MCNKEKOJ_00962	CDS	378				hypothetical protein
MCNKEKOJ_00963	CDS	1305				hypothetical protein
MCNKEKOJ_00964	CDS	807		3.1.3.-		Putative phosphatase
MCNKEKOJ_00965	CDS	999				hypothetical protein
MCNKEKOJ_00966	tRNA	72				tRNA-Arg(cct)
MCNKEKOJ_00967	CDS	348	rplS		COG0335	50S ribosomal protein L19
MCNKEKOJ_00968	CDS	330	crcB_1		COG0239	Putative fluoride ion transporter CrcB
MCNKEKOJ_00969	CDS	375	crcB_2			Putative fluoride ion transporter CrcB
MCNKEKOJ_00970	CDS	267				hypothetical protein
MCNKEKOJ_00971	CDS	444				Flavodoxin
MCNKEKOJ_00972	CDS	936	nrnA	3.1.-.-	COG0618	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
MCNKEKOJ_00973	CDS	243	rpmE2		COG0254	50S ribosomal protein L31 type B
MCNKEKOJ_00974	CDS	219				hypothetical protein
MCNKEKOJ_00975	CDS	957	lytA_2	3.5.1.28		Autolysin
MCNKEKOJ_00976	CDS	1371	mepA			Multidrug export protein MepA
MCNKEKOJ_00977	CDS	1167	recA		COG0468	Protein RecA
MCNKEKOJ_00978	CDS	1257	cinA		COG1058	Putative competence-damage inducible protein
MCNKEKOJ_00979	CDS	1017	brpA		COG1316	Biofilm regulatory protein A
MCNKEKOJ_00980	CDS	519				hypothetical protein
MCNKEKOJ_00981	CDS	444	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
MCNKEKOJ_00982	CDS	621				hypothetical protein
MCNKEKOJ_00983	CDS	648				hypothetical protein
MCNKEKOJ_00984	CDS	171				hypothetical protein
MCNKEKOJ_00985	CDS	2016				hypothetical protein
MCNKEKOJ_00986	CDS	633	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
MCNKEKOJ_00987	CDS	162				hypothetical protein
MCNKEKOJ_00988	CDS	90				hypothetical protein
MCNKEKOJ_00989	CDS	414	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
MCNKEKOJ_00990	CDS	3678	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
MCNKEKOJ_00991	CDS	3612	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
MCNKEKOJ_00992	tRNA	74				tRNA-Cys(gca)
MCNKEKOJ_00993	CDS	1332				hypothetical protein
MCNKEKOJ_00994	CDS	825	endA	3.1.30.-		DNA-entry nuclease
MCNKEKOJ_00995	CDS	195				hypothetical protein
MCNKEKOJ_00996	CDS	1284	murA1_2	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
MCNKEKOJ_00997	CDS	1038	ylbL		COG3480	putative protein YlbL
MCNKEKOJ_00998	CDS	489	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
MCNKEKOJ_00999	CDS	540	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
MCNKEKOJ_01000	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
MCNKEKOJ_01001	CDS	684	ybhL		COG0670	Inner membrane protein YbhL
MCNKEKOJ_01002	CDS	741		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
MCNKEKOJ_01003	CDS	279	acyP	3.6.1.7	COG1254	Acylphosphatase
MCNKEKOJ_01004	CDS	927	yidC2		COG0706	Membrane protein insertase YidC 2
MCNKEKOJ_01005	CDS	795	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
MCNKEKOJ_01006	CDS	1251	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
MCNKEKOJ_01007	CDS	828	purR		COG0503	Pur operon repressor
MCNKEKOJ_01008	CDS	942	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
MCNKEKOJ_01009	CDS	1257				hypothetical protein
MCNKEKOJ_01010	CDS	663	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
MCNKEKOJ_01011	CDS	657	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
MCNKEKOJ_01012	CDS	879	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
MCNKEKOJ_01013	CDS	873	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
MCNKEKOJ_01014	CDS	309				hypothetical protein
MCNKEKOJ_01015	CDS	642	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
MCNKEKOJ_01016	CDS	2031				hypothetical protein
MCNKEKOJ_01017	CDS	297				hypothetical protein
MCNKEKOJ_01018	CDS	900				hypothetical protein
MCNKEKOJ_01019	CDS	561	rnmV	3.1.26.8	COG1658	Ribonuclease M5
MCNKEKOJ_01020	CDS	774	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
MCNKEKOJ_01021	CDS	327				hypothetical protein
MCNKEKOJ_01022	CDS	357				hypothetical protein
MCNKEKOJ_01023	CDS	135	rpmH			50S ribosomal protein L34
MCNKEKOJ_01024	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
MCNKEKOJ_01025	CDS	411				hypothetical protein
MCNKEKOJ_01026	CDS	453				Putative universal stress protein
MCNKEKOJ_01027	CDS	1389	cof	3.6.1.-		HMP-PP phosphatase
MCNKEKOJ_01028	CDS	963	ansB	3.5.1.1	COG0252	L-asparaginase 2
MCNKEKOJ_01029	CDS	384				hypothetical protein
MCNKEKOJ_01030	CDS	1011	ccpA_1		COG1609	Catabolite control protein A
MCNKEKOJ_01031	CDS	600	desR		COG2197	Transcriptional regulatory protein DesR
MCNKEKOJ_01032	CDS	1098	desK	2.7.13.3	COG4585	Sensor histidine kinase DesK
MCNKEKOJ_01033	CDS	738				hypothetical protein
MCNKEKOJ_01034	CDS	885	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MCNKEKOJ_01035	CDS	195				hypothetical protein
MCNKEKOJ_01036	tRNA	76				tRNA-Pro(tgg)
MCNKEKOJ_01037	tRNA	74				tRNA-Arg(acg)
MCNKEKOJ_01038	tRNA	86				tRNA-Leu(taa)
MCNKEKOJ_01039	tRNA	72				tRNA-Gly(gcc)
MCNKEKOJ_01040	tRNA	73				tRNA-Thr(tgt)
MCNKEKOJ_01041	tRNA	84				tRNA-Leu(tag)
MCNKEKOJ_01042	tRNA	73				tRNA-Lys(ttt)
MCNKEKOJ_01043	tRNA	73				tRNA-Asp(gtc)
MCNKEKOJ_01044	tRNA	73				tRNA-Val(tac)
MCNKEKOJ_01045	CDS	642	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
MCNKEKOJ_01046	CDS	1944	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
MCNKEKOJ_01047	CDS	108				hypothetical protein
MCNKEKOJ_01048	CDS	2436	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
MCNKEKOJ_01049	CDS	1023	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
MCNKEKOJ_01050	CDS	705	sarA_3		COG4166	Oligopeptide-binding protein SarA
MCNKEKOJ_01051	CDS	690				hypothetical protein
MCNKEKOJ_01052	CDS	924				hypothetical protein
MCNKEKOJ_01053	CDS	645	pcp_1	3.4.19.3		Pyrrolidone-carboxylate peptidase
